title,content
I was served today by Kellie and she…,"I was served today by Kellie and she was amazing, her friendly and welcoming approach made it such an enjoyable visit.  It was so nice speaking to someone who genuinely cared and wasn't just trying to sell me an upgrade.  Thank you Kellie, Vodafone will keep my customer for longer now because of you."
Rameez have kindly help me sort up all…,"Rameez have kindly help me sort up all the mess made by voxi costumer support. Very happy with the service and the help I got. Thanks to Rameez I now have my number back, moved my account to Vodafone and changed my broadband provider to Vodafone."
amazing service,zara was absolutely lovely. she was able to help my sister with what she needed :)
Had a fantastic experience with Taya…,"Had a fantastic experience with Taya today, a young lady that knows her job inside out gave me a great deal on my daughters upgrade today well done Taya keep up the good work.  Will definitely come back to Taya again when my upgrade is required."
Helpful and patient guidance and advice,Mark gave us helpful and patient guidance and advice in upgrading my phone
I can never get a signal,"I cannot wait until my contract expires as I can hardly ever get a phone signal and on the rare time I can get one, my mobile usually cuts off.  I dread having to use my phone now if I need to make any call that is likely to last more than a few minutes.  Luckily I have a landline at home so at least if I am at home I can ask people to call me on that instead if we get cut off.  Dreadful"
Excellent customer services is provided…,Excellent customer services is provided by Mr Joe. I appreciate his friendly manners.
Connor was great,"Date of experience: September 01, 2024"
Humans like Taz make all the difference at Vodafone,"I’ve been a Vodafone customer for many years, partly because of Taz in the Durham office. Taz have overseen all my contract changes since I moved to Durham in 2019 and he is incredibly knowledgeable and helpful. He has more patience than I do with chat bots and saves a busy professional lots of time by being an expert in his field. It makes such a difference to be able to talk someone like Taz and, based on my experience with automated services, I feel confident I would have left Vodafone long ago."
"Amazing service ,great staff ,very…","Amazing service ,great staff ,very knowledgeable, would definitely return Could only say good things"
Gui was amazing and served me…,Gui was amazing and served me professionally!
Went to Vodafone to get WI-FI and Jamie…,Went to Vodafone to get WI-FI and Jamie and Aysha made the whole process extremely easy and gave me a very good price.Great customer service.
Went to Vodafone to get WI-FI and Jamie…,Went to Vodafone to get WI-FI and Jamie and Aysha made the whole process extremely easy and gave me a very good price.Great customer service.
Fantastic customer service.,Fantastic customer service with Dimala at The Trafford centre
